"subject" "activity" "tbodyaccmeanx" "tbodyaccmeany" "tbodyaccmeanz" "tbodyaccstdx" "tbodyaccstdy" "tbodyaccstdz" "tgravityaccmeanx" "tgravityaccmeany" "tgravityaccmeanz" "tgravityaccstdx" "tgravityaccstdy" "tgravityaccstdz" "tbodyaccjerkmeanx" "tbodyaccjerkmeany" "tbodyaccjerkmeanz" "tbodyaccjerkstdx" "tbodyaccjerkstdy" "tbodyaccjerkstdz" "tbodygyromeanx" "tbodygyromeany" "tbodygyromeanz" "tbodygyrostdx" "tbodygyrostdy" "tbodygyrostdz" "tbodygyrojerkmeanx" "tbodygyrojerkmeany" "tbodygyrojerkmeanz" "tbodygyrojerkstdx" "tbodygyrojerkstdy" "tbodygyrojerkstdz" "tbodyaccmagmean" "tbodyaccmagstd" "tgravityaccmagmean" "tgravityaccmagstd" "tbodyaccjerkmagmean" "tbodyaccjerkmagstd" "tbodygyromagmean" "tbodygyromagstd" "tbodygyrojerkmagmean" "tbodygyrojerkmagstd" "fbodyaccmeanx" "fbodyaccmeany" "fbodyaccmeanz" "fbodyaccstdx" "fbodyaccstdy" "fbodyaccstdz" "fbodyaccjerkmeanx" "fbodyaccjerkmeany" "fbodyaccjerkmeanz" "fbodyaccjerkstdx" "fbodyaccjerkstdy" "fbodyaccjerkstdz" "fbodygyromeanx" "fbodygyromeany" "fbodygyromeanz" "fbodygyrostdx" "fbodygyrostdy" "fbodygyrostdz" "fbodyaccmagmean" "fbodyaccmagstd" "fbodybodyaccjerkmagmean" "fbodybodyaccjerkmagstd" "fbodybodygyromagmean" "fbodybodygyromagstd" "fbodybodygyrojerkmagmean" "fbodybodygyrojerkmagstd"
"42" 12 "walkingupstairs" -0.121198551846154 -0.971760594807692 -0.909563131346154 -0.859242198442308 -0.9750284725 -0.909219521923077 -0.849461626923077 -0.9058681225 -0.527833714615385 -0.754359257115385 0.829517463461538 0.654322844423077 0.780544188057692 -0.919685958269231 -0.997169909230769 -0.9933960525 -0.955473598269231 -0.9818574325 -0.932433212307692 -0.840119819615385 -0.436367905553846 -0.402773481784615 -0.318270692942308 0.093834451975 0.01065003475 -0.00883049638980769 0.137979484470385 0.0321407980576923 -0.0318870781942308 0.136441850060577 -0.0434675547307692 -0.0205498215519231 -0.000514355501923076 0.0163775876230769 -0.0848497832980769 -0.173050157851923 -0.292807997038462 0.405213719039038 0.966214491346154 -0.0228393345230769 0.0258433755711538 -0.959716915769231 -0.947131061730769 -0.873454753653846 -0.962108766153846 -0.948285587884615 -0.874685171730769 0.899974792692308 -0.0344907920884615 0.0498222339057692 0.964389934230769 -0.0116688048630769 0.00207321239423077 -0.633304928653846 0.90791033 -0.993870989038461 -0.971636838653846 -0.970704457307692 -0.954309392884615 -0.882132747692308 -0.952294094038462 -0.697756875230769 -0.363195722384615 -0.466310768461538 0.484979058076923 -0.503637852115385
"43" 13 "standing" -0.103813455754386 -0.548338298684211 -0.28578228954386 -0.605292004614035 -0.573898814473684 -0.33878971945614 -0.604595929124561 -0.417615261438597 -0.198436159157895 -0.500719717368421 0.429999521105263 0.17075304977193 0.619091424035088 -0.468625855001754 -0.823195602631579 -0.822246963859649 -0.868096674035088 -0.61724191122807 -0.541824678824561 -0.621252566140351 0.125532408642105 -0.0788589075614035 -0.179179665592982 -0.273417550614035 0.203982475512281 -0.190192574238596 0.212491521649123 -0.0349589494894737 0.0270446121663158 0.214654884047368 -0.0888209622224561 0.029843660245614 0.0508379510807018 0.0847443517052632 -0.148424138617544 0.175116061508772 -0.216511551196491 -0.134436823649123 0.287254277368421 0.116411874280702 0.358524161656544 -0.942531344824561 -0.958148959649123 -0.947705472631579 -0.943724620421053 -0.957912010350877 -0.948959062280702 0.241214602438596 0.0993066326842105 0.356951562087719 0.30614240122807 0.131083592754386 0.345771012407018 -0.0877032594736842 0.0478862773684211 -0.637073034157895 -0.419295049877193 -0.94729521945614 -0.959738225087719 -0.953286795964912 -0.868378493807018 -0.802090767017544 -0.708350543982456 -0.632447897070175 0.668750361280702 -0.704014340877193
"44" 14 "sitting" -0.102333675037037 -0.62263667462963 -0.421834263374074 -0.51225697462963 -0.641123681296296 -0.433249976740741 -0.505277311277778 -0.527757022018518 -0.262864234518519 -0.453475552481481 0.503967982592593 0.334311043574074 0.59794500962963 -0.453272859912963 -0.883258096481481 -0.911057640925926 -0.760198245055556 -0.67959780537037 -0.566668320740741 -0.504876888537037 0.142868966314815 0.137742504196296 -0.0428262266 -0.341389119261111 0.219293224664815 -0.0645421617381482 0.0540155231185185 -0.198518601027407 0.0678215048816667 0.252854263325926 -0.15792178412963 -0.309365990314815 0.199654422555556 -0.0137762825022222 -0.127531095498148 -0.0114149466 -0.0118676844259259 -0.208236586291667 0.468414938148148 0.257931416388889 0.266684967074074 -0.940179955 -0.924145984074074 -0.753467881462963 -0.941966814444444 -0.925475568888889 -0.759239989277778 0.420662252425926 0.245934431333333 0.312889845022222 0.480027833962963 0.257952518333333 0.205226493240741 -0.0499067860240741 0.140917694074074 -0.450712884444444 -0.718598313574074 -0.947010013148148 -0.930242547037037 -0.777599609944444 -0.417907945055556 -0.604888566333333 -0.0958783641296296 -0.676171801296296 0.703385142962963 -0.729905804259259
"45" 15 "laying" -0.109671019791667 -0.973498771527778 -0.966750361527778 -0.970891735694444 -0.975422945138889 -0.966242842777778 -0.970154665972222 -0.928064918611111 -0.564710588333333 -0.806667835138889 0.820248531388889 0.675771885416667 0.832414370972222 -0.969329167222222 -0.996468279166667 -0.998058548333333 -0.997966536111111 -0.981056725972222 -0.972304821944444 -0.969967905277778 -0.477701395680556 -0.595473643347222 -0.505494309762639 0.0522863757402778 -0.0260514870361111 0.009621634325 0.0358429773406944 0.209291623159722 -0.148090629164181 0.227145354583333 -0.0637698706805555 0.200848216704167 -0.0755620581 0.0504833629694444 -0.0761002842722222 -0.241275277845833 -0.289365344375 0.207484530770833 0.340747312777778 0.377529496555556 0.390388846388889 -0.948516550833333 -0.9731022125 -0.969242215 -0.951475418055556 -0.974032809583333 -0.970416907777778 0.2948998875 0.349570101319444 0.384788534861111 0.361478805 0.391716218926111 0.38378404625 0.133822169611111 0.104315287916667 -0.496104950277778 -0.625631796666667 -0.962065046388889 -0.977026416388889 -0.974560165 -0.866859269861111 -0.711222647319444 -0.597493061388889 -0.548797217708333 0.558482439722222 -0.56801435125
"46" 16 "walking" -0.10751558127451 -0.987106120588235 -0.979493129019608 -0.976888308235294 -0.988194830980392 -0.979344686078431 -0.976142553921569 -0.929951972352941 -0.564896146470588 -0.81057256627451 0.838844898627451 0.684011718627451 0.836232738823529 -0.981533945294118 -0.999503956078431 -0.99974868 -0.998766668823529 -0.989367941176471 -0.981904379019608 -0.974085895490196 -0.53195433154902 -0.592768367058824 -0.465581221745098 0.116183572215686 -0.0345918930941176 0.00962995485647059 0.191948007627451 0.211414268041176 -0.157877874109804 0.204359105294118 0.0866153134509804 0.193317215666667 -0.077300516372549 0.113223441510392 -0.137125034719608 -0.210006329256863 -0.328773419058824 0.240333745285098 0.507158473921569 0.230657204882353 0.359546253803922 -0.982082710784314 -0.98973130745098 -0.980186621764706 -0.98226219372549 -0.989993685686275 -0.980262571568627 0.440287026078431 0.200180082686275 0.352701820607843 0.530845114117647 0.251119558215686 0.357798420764706 -0.18977869854902 0.303227799215686 -0.799069561568627 -0.531929071176471 -0.982685464313725 -0.990869731176471 -0.980909537647059 -0.95292157745098 -0.743531607078431 -0.670144864117647 -0.463660491137255 0.479400057254902 -0.495089570431373
"47" 17 "walkingdownstairs" -0.106521263478261 -0.971816922608696 -0.939984521086957 -0.949188377826087 -0.972735086304348 -0.940144880217391 -0.948053574347826 -0.911812065869565 -0.534807287826087 -0.790561183478261 0.830686765 0.67217714326087 0.817124232826087 -0.952244372826087 -0.999044647173913 -0.99802481826087 -0.996699611086956 -0.973808167391304 -0.951304115217391 -0.948692149130435 -0.289115879241304 -0.406116757565217 -0.374596802941304 -0.0218866475434783 0.0309151169782609 0.0218579773065217 -0.014549773694413 0.0768475993630435 -0.11020076843913 0.176004619847826 -0.00642000537391304 0.145499241458696 -0.0809403695166957 0.126093096895652 -0.133474013 0.40623415073913 -0.358756051158696 -0.382241518565217 -0.0794160173913043 0.0267858526086956 0.0350890803695652 -0.97352314173913 -0.965590211521739 -0.972913131304348 -0.97322686826087 -0.967506280434783 -0.97366279 -0.141296653913043 0.00714614500000001 0.0332794646304348 -0.045664327173913 0.0393395215217391 0.031980078173913 0.142137961676087 -0.466115834347826 -0.640873787391304 0.143316083478261 -0.97258909673913 -0.971484690434783 -0.975455322391304 -0.760361525173913 -0.824115116130435 -0.838952988695652 -0.559076692934783 0.56986094826087 -0.580453242391304
"48" 18 "walkingupstairs" -0.110397068103448 -0.0862737485051724 -0.0126007522793103 -0.331404801724138 -0.129820145132759 -0.0471918670310345 -0.304794033931034 0.106090488206897 -0.0995526577213793 -0.284550970431035 0.108602970155172 0.0362871200689655 0.555953118275862 -0.0509229825137931 -0.542483799137931 -0.805537661206897 -0.787954155689655 -0.225608494463793 -0.296419547913793 -0.289785641184483 0.307130082931034 0.348755121931034 0.0705395126483621 -0.415343709568965 0.270935026293103 -0.142830943510345 0.244924616172414 -0.221413604568966 0.154920725524138 0.130021716531034 0.0161318524327586 -0.179366418568966 0.137849352146552 -0.0215146231896552 -0.12040666937931 -0.401420899856897 0.155645159894828 -0.0209466205862069 0.931230686034483 -0.236650480689655 0.141317872224138 -0.958246928793103 -0.924603173275862 -0.920068855862069 -0.959925105517241 -0.924905875344828 -0.922461524137931 0.872372555862069 -0.235798227758621 0.150005577689655 0.936422624310345 -0.227637129827586 0.123350046310345 -0.107771616277241 0.815984793965517 -0.900836850517241 -0.959646730517241 -0.963925139827586 -0.927158654482759 -0.930988331034483 -0.537072691758621 -1 -0.095427088162069 -0.638178010517241 0.695126659482759 -0.751259030517241
"49" 19 "standing" -0.105978704856164 -0.0598012352054795 -0.0775590725205479 -0.266289053632877 -0.108513531791781 -0.12262425450411 -0.278905500342466 0.176581591671233 -0.057024463690137 -0.220365391657534 0.114524432246575 0.00951791065068493 0.339124695490411 -0.0545732656808219 -0.526017228452055 -0.825259990547945 -0.745256112191781 -0.229289289472603 -0.337032152972603 -0.34333944409589 0.299105309658904 0.232342028739726 0.193236027923288 -0.335866260356164 0.214916120035616 -0.103227387212329 0.216186010741096 -0.0761790872054795 0.090824185169863 0.20024998690411 -0.0866886333954795 -0.00490371615616438 0.0617983295114384 -0.0243525169250685 0.0287923588794521 -0.196458825379452 -0.0424504193671233 0.188990677605479 0.90223459630137 -0.149424860205479 0.00494307812328767 -0.961120819726027 -0.951223652465753 -0.918309970821918 -0.96162233 -0.952239895342466 -0.919249425479452 0.842700561643836 -0.159356424246575 0.0134493505753425 0.909945993561644 -0.136332297821918 -0.0137761005205479 -0.277662572082192 0.787466656164384 -0.933723006712329 -0.923515049315068 -0.964062666575342 -0.956528411369863 -0.924711432054795 -0.597678078561644 -0.98974559739726 -0.56836126987137 -0.568123414931507 0.631791817260274 -0.693914572465753
"50" 20 "sitting" -0.0895112637136364 -0.938093718545455 -0.907676658030303 -0.900773753424242 -0.941989310393939 -0.909305636212121 -0.896459477121212 -0.90483535469697 -0.509907735257576 -0.744531825909091 0.770616830606061 0.660707051363636 0.816155967272727 -0.910302985181818 -0.97399554530303 -0.991450006363636 -0.960691405606061 -0.947031748939394 -0.927840466515152 -0.894551236818182 -0.295758871209242 -0.370286054831818 -0.331364065621212 -0.0790771861298485 -0.00595257739393939 0.101410436604545 0.122755472115152 0.0373647314924242 -0.137997436954545 0.249987305298485 0.0491634200606061 0.0654432750545454 -0.103567646205455 0.173015935790909 -0.110972515278788 0.0699107940333333 -0.230508568607576 0.0222270776272727 0.50009710419697 0.160117726692424 0.246854390893939 -0.900415094393939 -0.946192917727273 -0.907809286363636 -0.90116224030303 -0.947160635 -0.909945737727273 0.469737597969697 0.141455380169697 0.252681453015151 0.50478304680303 0.16585716855 0.221115269363636 -0.0119267961969697 0.133885741060606 -0.789964357575758 -0.375978863969697 -0.901710235666667 -0.949770614090909 -0.916258483333333 -0.589886061030303 -0.710086456175758 -0.610749147409091 -0.617258525606061 0.638903697878788 -0.660621310151515
"51" 21 "laying" -0.104427608222222 -0.982071054555556 -0.953793906222222 -0.963697666 -0.984883437666667 -0.956497771333333 -0.965228801222222 -0.921025817 -0.547267080888889 -0.798077341888889 0.826821535 0.669436870666667 0.826002787 -0.969664379222222 -0.999405908777778 -0.998311884666667 -0.997217737888889 -0.988302103777778 -0.967838048333333 -0.968464707666667 -0.468454311 -0.537410919354444 -0.454362651211111 0.0574919102988889 -0.0432987357388889 0.0460089654222222 0.137117928503333 0.111759060045 -0.0896617088365556 0.179868241391 0.09695215721 0.193145542155556 -0.088015787347 0.0681691992622222 0.013071728461 0.0173315891122222 -0.256534593217778 -0.0658739341514444 0.295866069777778 0.373524509374911 0.491224343888889 -0.984238430555556 -0.984268859888889 -0.977082625777778 -0.984959200222222 -0.98441745 -0.977588427777778 0.228949365777778 0.340970394188889 0.483988376555556 0.323567135888889 0.39056982542 0.488011882 0.122801939311111 -0.103929732207778 -0.464901335733333 -0.445326611111111 -0.987128853111111 -0.985017454111111 -0.979052712666667 -0.735474525488889 -0.795455029333333 -0.630671340144444 -0.5391341243 0.561868744 -0.584720568222222
"52" 22 "walking" -0.10511977 -0.568494168695652 -0.3060746984 -0.580665955217391 -0.595317511521739 -0.34036261099413 -0.573637591086957 -0.425948241369565 -0.215629012874565 -0.499580486956522 0.480568548913043 0.224859684859783 0.609390851521739 -0.471381677608696 -0.87597529173913 -0.873480334565217 -0.89112833326087 -0.650455273043478 -0.55270969326087 -0.573629846304348 0.219852772652174 0.116906370673913 -0.0307944949369565 -0.14982167731087 0.15700648629 -0.105807838257826 0.0546909314282609 -0.0209564208478261 0.144680733521739 0.0529433973478261 -0.0528590699271739 -0.0408976523717391 0.137206277895652 -0.0144618072043478 -0.120353632608696 -0.117917752978261 -0.121772027982609 0.199719314 0.52905131326087 -0.0544801286956522 0.244899799782609 -0.96714708826087 -0.976309008695652 -0.975712069782609 -0.967653422391304 -0.976460248913044 -0.976309810652174 0.467714753913043 -0.0731200365217391 0.239861173195652 0.546661910217391 -0.0337647095652174 0.241532018695652 0.0954169788478261 0.305103578478261 -0.535065318043478 -0.775459092173913 -0.968430690869565 -0.977362086956522 -0.978664652391304 -0.542095769782609 -0.950255562826087 -0.519811406065217 -0.522641439565217 0.569609136304348 -0.615417979565217
"53" 23 "walkingdownstairs" -0.0986085053148148 -0.435170302018519 -0.375373408627778 -0.563131691481481 -0.497770623646296 -0.407479552531481 -0.554539116111111 -0.206318790192593 -0.224519639138889 -0.481345006296296 0.356871195462963 0.284901322 0.6533039 -0.423050541814815 -0.768907395555556 -0.887893702407407 -0.875395187592593 -0.603135237296296 -0.576267562962963 -0.583161119074074 0.137867515222222 0.0312622644259259 -0.0892943908888889 -0.302671525555556 0.258008942814815 -0.179392167237037 0.242925210407407 -0.0759235724074074 0.108867901203704 0.0320511063944444 0.0961245650557407 -0.125665660122222 0.134014165055556 -0.12983500162963 0.00897661855740741 -0.249428815503704 0.0526776688888889 0.0444503957111111 0.950195817222222 -0.156449744388889 0.113927720277778 -0.962841528703704 -0.932305872962963 -0.912089199259259 -0.964294703148148 -0.932043423518519 -0.915230019259259 0.887378604259259 -0.161476096259259 0.1263047655 0.954523388888889 -0.147270229611111 0.0958892137277778 -0.358043318703704 0.865077903888889 -0.946551991666667 -0.972504024259259 -0.968535857592593 -0.932454445555556 -0.924600330185185 -0.802991148888889 -1 -0.132348951485185 -0.577693408518518 0.61800624537037 -0.657674549444444
"54" 24 "walkingupstairs" -0.0983413186271186 -0.985279001355932 -0.916174315423729 -0.933381366101695 -0.987007308305085 -0.91778346661017 -0.932807129661017 -0.928013642033898 -0.515800507118644 -0.782444995254237 0.833061089152542 0.667214285254237 0.81316188661017 -0.948542701016949 -0.999560376440678 -0.994262302542373 -0.985405221525424 -0.988884355254237 -0.93643031220339 -0.936531943728814 -0.520595243661017 -0.430103178932203 -0.394102978916949 0.151836371554237 -0.0541304445152542 0.0697386455898305 0.0304908711271186 0.0758131405152542 -0.0585400805677966 0.146360157338983 -0.0185368934186441 0.0765120341037288 -0.00240548535762712 0.00895104211016949 -0.0492224282932203 -0.0887884062661017 0.0306737002011864 -0.0517396955283051 0.769289842983051 0.137685794389831 0.0591406357230509 -0.98116338779661 -0.947501472033898 -0.943482213559322 -0.981151246949153 -0.949241376101695 -0.94555253338983 0.702299907288136 0.119362783016949 0.0658355847457627 0.787967881474576 0.143634395372881 0.0494653291525424 -0.155643554559322 0.543063774237288 -0.863078761355932 -0.737405317457627 -0.981228321864407 -0.955163897288136 -0.951887926271186 -0.836122729830509 -0.636686714355932 -0.808693322881356 -0.45619323559322 0.471870887367797 -0.487562184218644
"55" 25 "standing" -0.111640521067568 -0.433361917702703 -0.541692543027027 -0.353374708840541 -0.468481947098649 -0.55768547527027 -0.356540832922973 -0.2588371964 -0.270910788472973 -0.471714630459459 0.435805053824324 0.445446067972973 0.392755035162162 -0.39638368927027 -0.735391327702703 -0.937761863513514 -0.703986606891892 -0.566015105986487 -0.664302639594595 -0.414186783458108 0.0824900241621622 -0.0594769305175676 -0.00916256760810811 -0.289529540743243 0.150097726802703 0.0913417181527027 0.0260710630243243 -0.115505950642432 0.0437874854567568 0.153866184337838 0.0369595298432432 -0.0930916650540541 0.0804959173621622 0.0687479471566216 0.0373958691081081 0.0850958464054054 -0.266701875083784 -0.00546313708783784 0.370517685 0.0811835792040541 0.159969470302703 -0.93367758527027 -0.938704631081081 -0.927227608108108 -0.935344417162162 -0.939776115675676 -0.928892279189189 0.328320395540541 0.0696053114472973 0.16697509032027 0.385068990405405 0.0889379691418919 0.143624424383243 -0.22655934155 0.193792206891892 -0.963866404324324 -0.27821258027027 -0.94107304554054 -0.941834833648649 -0.935880295675676 -0.603584743202703 -0.317328061386487 -0.845874554243243 -0.554205206987838 0.611068313148649 -0.66731475027027
"56" 26 "sitting" -0.111778304089744 -0.371289550358974 -0.410155188602564 -0.548037452948718 -0.421740752294872 -0.452183447461538 -0.565312371666667 -0.138750352820513 -0.147591964358974 -0.484446438589744 0.332735521524359 0.311280197212821 0.515497425897436 -0.401283406461538 -0.716423056666667 -0.903478907564103 -0.865254573461538 -0.526293251794872 -0.621261760128205 -0.623771941410256 0.0939591714615385 -0.0434933551346154 -0.0352835213269231 -0.29861348448718 0.24384525190641 -0.0756207387692308 0.0857606218846154 0.0523636986628205 0.0462250936769231 0.187725747229487 -0.0502438429357692 0.0682563488717949 0.0860228084478346 -0.00826098458846154 -0.0873241286948718 -0.20717981928141 -0.249396630057051 0.0750381568205128 0.541152514102564 -0.361143789974359 0.0878065278205128 -0.969986701923077 -0.967001294102564 -0.952842391794872 -0.970485646410256 -0.967818032692308 -0.953952115897436 0.479212523333333 -0.369826355230769 0.0895133175128205 0.559314702564103 -0.33988818048718 0.0785130165769231 -0.381532164379487 0.30863519025641 -0.426352783974359 -0.92427785525641 -0.972056937435897 -0.970583713076923 -0.957163133205128 -0.810290291230769 -0.858931277974359 -0.728573481320513 -0.436043505666667 0.490392091858974 -0.542898946474359
"57" 27 "laying" -0.10255286492027 -0.987238613378378 -0.950265292702703 -0.949051841756757 -0.988292334189189 -0.947772995148649 -0.947049965405405 -0.930322392837838 -0.540884531486487 -0.789018982432432 0.83893085554054 0.682943760405405 0.827136621621622 -0.964347592837838 -0.99921942027027 -0.994882437027027 -0.984217931297297 -0.98947926972973 -0.954907726351351 -0.945251207567568 -0.60140019972973 -0.489118475472973 -0.466548205067568 0.196233185094595 -0.0925740686040541 0.0595758071040541 0.0708642054391892 0.17251913547527 -0.105588143674324 0.169333067627027 -0.0183823783443243 0.192543958007297 -0.0727043844162162 0.0639422793094595 -0.0659993056189189 -0.107344032802703 -0.00339772174054054 0.211522158122973 0.711906665405405 0.186118731418919 0.0741948358783784 -0.978725957297297 -0.963579110945946 -0.946697872702703 -0.979498276216216 -0.964018821891892 -0.947427917027027 0.644598106891892 0.162146579097297 0.0748322067837838 0.728560939594595 0.197316249039189 0.0619213196081081 -0.141129872067568 0.488248636351351 -0.645043555405405 -0.90220288472973 -0.981861967702703 -0.966347110675676 -0.951281601891892 -0.836211756864865 -0.754615370918919 -0.756262374364865 -0.461171756013514 0.473106420206757 -0.484915421208108
"58" 28 "walking" -0.105426701018519 -0.332505972407407 -0.2224208005 -0.400804571111111 -0.392050997037037 -0.237686356481481 -0.400684447796296 -0.0163483446111111 -0.160167676907407 -0.454096985740741 0.338204129444444 0.219770913685185 0.431256138148148 -0.27856515 -0.772401373518519 -0.880237620740741 -0.82591563 -0.530031177222222 -0.418829314259259 -0.434297379722222 0.194505128169815 0.263035684685185 0.135659032457407 -0.456864128518519 0.333574749092593 -0.115513668038889 0.135000489002926 -0.276717175259259 0.256050580518519 -0.000391064451851851 0.0188514716222222 -0.205760800962963 0.206748404135185 -0.0905917285481481 -0.100799958935185 -0.417098759481481 -0.266346357236296 0.281564210333333 0.924856249814815 -0.245658343333333 -0.0533467674074074 -0.967086037962963 -0.946793830925926 -0.932565185185185 -0.967737886481482 -0.946722073888889 -0.934967207222222 0.862063147407407 -0.251367576481482 -0.0450535908148148 0.9335936 -0.230780237037037 -0.0669736167222222 -0.0403228385462963 0.799465950555556 -0.897758283518518 -0.942132343703704 -0.969156320185185 -0.948189308148148 -0.94116049037037 -0.561784101351852 -1 -0.622336067759259 -0.538063622777778 0.599250441851852 -0.658629320555556
"59" 29 "walkingdownstairs" -0.1080852734 0.0480632049541667 0.5917274793125 -0.172926100708333 -0.0094559922625 0.499867433889583 -0.216259886497917 0.3445350465125 0.129307909197917 -0.183559320124167 0.0138730383772917 -0.377769858208333 0.269222326729167 0.193718008597917 -0.439061553541667 -0.502672743958333 -0.681042177291667 -0.142776169260417 -0.00252350690208333 -0.331851313270833 0.292589166504167 0.454093740708333 0.2011191555625 -0.446449333333333 0.2803299724375 -0.0867394583958333 0.179698535033333 -0.23800985750625 0.153863464612917 0.189113576333333 -0.0545266684875 -0.211443292145833 0.170493043645833 0.1587248914375 -0.157401130520833 -0.301038419395833 -0.23297959181875 0.0763701802083333 0.911757235416667 -0.2898520925 -0.0416535595208333 -0.937660723958333 -0.909313550625 -0.915773484375 -0.938504651666667 -0.910315255833333 -0.916102709791667 0.859619344375 -0.286425668958333 -0.0304244442916667 0.910686852291667 -0.28883572875 -0.0584818779583333 -0.0991469120729167 0.766804313541667 -0.852018172708333 -0.972087445833333 -0.94175227375 -0.9147194775 -0.918469335625 -0.2566158529875 -1 -0.581209370510417 -0.6338062925 0.697453603541667 -0.760574752291667
"60" 30 "walkingupstairs" -0.114641151892308 -0.379393887969231 -0.223770985189231 -0.345331920784615 -0.436181468292308 -0.256939571907692 -0.381720041692308 -0.102143681901538 -0.138053904821538 -0.340079572553846 0.408752660769231 0.211146787538462 0.3586109952 -0.302264376295077 -0.766218331692308 -0.863687383384615 -0.776504971384615 -0.577708652307692 -0.462779599076923 -0.487304573384615 0.107208557935385 0.173620982938462 0.132243232429231 -0.307231469569231 0.180463901770769 -0.0387048332723077 0.169508727644615 -0.192744600284615 0.0777538068476923 0.23287266424 -0.128514154826154 -0.20582007328 0.227331598664615 -0.0694204600738462 -0.0703805547015385 -0.244528177030769 -0.318396658953846 -0.0179724903221538 0.926113149076923 -0.1997399464 -0.175804064415385 -0.968211676153846 -0.933510450153846 -0.932625857384615 -0.969058905384615 -0.935519489692308 -0.934714989230769 0.863119202615385 -0.201650854830769 -0.167644509815385 0.934509173230769 -0.189711046046154 -0.190811975321231 -0.0904000896923077 0.803068098307692 -0.929338017076923 -0.922934669230769 -0.971943274615385 -0.940033923384615 -0.941237926307692 -0.595096577430769 -1 -0.966276351692308 -0.584893882815385 0.625830531538462 -0.665626036769231
"61" 1 "standing" -0.10638483054717 -0.96809402 -0.943959421320755 -0.954148431509434 -0.969120249433962 -0.941877954150943 -0.953642557169811 -0.916859539245283 -0.545247983886792 -0.795299838301887 0.821423907735849 0.671442553207547 0.823718000754717 -0.954034268867925 -0.996236782830189 -0.997298651132075 -0.992626794716981 -0.97054137754717 -0.948988249433962 -0.956489290754717 -0.403024993111321 -0.422094120013208 -0.427688274320755 -0.0248542255132075 -0.0177735046245283 0.0203382400698113 0.145546169698113 0.112484857856604 -0.129092086056604 0.174924945120755 -0.0690437634150943 0.172870921176038 -0.0823417714018868 0.0747804226075472 -0.183420281844528 -0.140842707358491 -0.442291091509434 -0.161568804773585 -0.0249844298679245 0.0231251676792453 0.771062527358491 -0.971067799245283 -0.975271998113208 -0.97075462754717 -0.97183772509434 -0.975689171132075 -0.972285617924528 -0.0821811788679245 0.00251834547169811 0.761222236415094 0.00870308484905661 0.0425581904339623 0.763642036226415 0.222471083924528 -0.642449514716981 -0.676946900377358 0.324862780188679 -0.973876189433962 -0.977522300377359 -0.977379281132076 -0.583774936339623 -0.734342516037736 -0.57954647790566 -0.560041903396226 0.578318062264151 -0.596562998301887
"62" 2 "sitting" -0.10635786423913 -0.981658229130435 -0.945859565 -0.961947485652174 -0.982659252173913 -0.944917549782609 -0.960252797391304 -0.92920218673913 -0.534376373043478 -0.803240228695652 0.830871457826087 0.683352223043478 0.830159479130435 -0.959900524782609 -0.997898578695652 -0.994483241521739 -0.993336016956522 -0.983762709347826 -0.953606184130435 -0.960082235434783 -0.583460249869565 -0.500135698021739 -0.55635695 0.189018917265217 -0.0773204715217391 0.0314396368152174 0.0586234665130435 0.160719264880435 -0.0939394510673913 0.138896253769565 -0.00724219254782609 0.246272478104348 -0.117104763213043 0.094372895173913 -0.0812060892130435 -0.130172208043478 -0.0783582004695652 0.177490406771739 0.768182340869565 0.012057297173913 0.209002620221739 -0.969195584782609 -0.95563076826087 -0.968758440434783 -0.969857651956522 -0.957492117391304 -0.96945159826087 0.70475223326087 -0.00369558652173913 0.206195173386522 0.781703265 0.0230284243478261 0.204325978224565 0.128019738369565 0.512673940478261 -0.736342275434783 -0.817700872391304 -0.971753020869565 -0.962864056521739 -0.970876512173913 -0.658374822023913 -0.694848010819565 -0.778122238393478 -0.511307774282609 0.523581237630435 -0.53579583273913
"63" 3 "laying" -0.109290574145161 -0.352623631596774 -0.084250185005 -0.308259404032258 -0.374564351887097 -0.104728387609677 -0.305128127741935 -0.16501560826129 -0.0924604781064516 -0.332160868548387 0.33828402 0.175034717287097 0.460285943225806 -0.206140212354839 -0.772444575806452 -0.826002108064516 -0.766175811612903 -0.427010680645161 -0.316817006451613 -0.275938946525806 0.382060418709677 0.225599256177419 0.124324948919355 -0.483539528306452 0.358282626656452 -0.0448022410854839 -0.0173275014258065 -0.267282070120968 0.262136205596774 0.100244846808065 -0.200073789183274 -0.32598948233871 0.260590282462903 0.0521765602483871 -0.2769755177 0.0537822986854839 -0.155415320727419 0.212235733516129 0.855009657096774 -0.118436839096774 -0.136867928822581 -0.981040246129032 -0.970720467419355 -0.956621584516129 -0.981411492258065 -0.971320519193548 -0.958240661612903 0.787982345 -0.134129158354839 -0.134079292516129 0.870140074032258 -0.0992034294354839 -0.144907627419355 -0.0698908514883871 0.695367728064516 -0.850844731451613 -0.880120327580645 -0.982958441774194 -0.97410125483871 -0.961468631935484 -0.568430888870968 -0.972222853548387 -0.96236969983871 -0.440224964193548 0.499839870322581 -0.556536856451613
